,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level
1972,Open Land,6.85985382794979,1.72734203740606,0.0333373679301213,020401041003,wikisrat,12
1973,Cropland,1186.40800675605,10.814824315392,1.08064078893441,020401041003,wikisrat,12
1974,Low-Density Open Space,2472.35291465322,57.6334410712156,4.95443053510687,020401041003,wikisrat,12
1975,Low-Density Mixed,116.597160755486,2.7916469811019,0.226927024060068,020401041003,wikisrat,12
1976,High-Density Mixed,0.0,0.0,0.0,020401041003,wikisrat,12
1977,Farm Animals,,962.496321492685,186.485680308546,020401041003,wikisrat,12
1978,Barren Areas,0.0,0.0,0.0,020401041003,wikisrat,12
1979,Medium-Density Mixed,104.77908806843,1.93967974588406,0.164699249597096,020401041003,wikisrat,12
1980,Wooded Areas,16407.8338684712,797.725980566602,55.6417113884494,020401041004,wikisrat,12
1981,Wetlands,605.056723831541,190.430494528336,9.86212945926757,020401041004,wikisrat,12
1982,Subsurface Flow,,8765.31900570344,329.955049021309,020401041004,wikisrat,12
1983,Stream Bank Erosion,587792.264398518,430.16203738301,192.318664661518,020401041004,wikisrat,12
1984,Septic Systems,,115.727774273183,0.0,020401041004,wikisrat,12
1985,Point Sources,,8513.21954110113,723.016198538536,020401041004,wikisrat,12
1986,Open Land,8348.33780992205,87.2504659749753,12.3889409719075,020401041004,wikisrat,12
1987,Low-Density Mixed,1736.85473186537,39.212823208642,4.05158076452441,020401041004,wikisrat,12
1988,Low-Density Open Space,10352.9651340833,233.470038287698,24.1784926135912,020401041004,wikisrat,12
1989,High-Density Mixed,1618.34861593647,34.3632793138372,3.47975335354934,020401041004,wikisrat,12
1990,Hay/Pasture,319883.113865348,1532.46995418254,651.625772213075,020401041004,wikisrat,12
1991,Farm Animals,,152.226399540802,35.6598772094658,020401041004,wikisrat,12
1992,Cropland,41583.1187310626,443.302547031291,99.6184689872693,020401041004,wikisrat,12
1993,Barren Areas,135.210295987837,23.7411091415977,0.875808443167733,020401041004,wikisrat,12
1994,Medium-Density Mixed,4277.09104502565,91.7294782023339,9.10026729279872,020401041004,wikisrat,12
1995,Septic Systems,,137.23700014015,0.0,020401041005,wikisrat,12
1996,Stream Bank Erosion,1757396.61960425,1169.84617958053,498.133259352095,020401041005,wikisrat,12
1997,Point Sources,,42390.9059962061,2921.63550464263,020401041005,wikisrat,12
1998,Wetlands,323.273675394971,144.345020063825,6.23785445800002,020401041005,wikisrat,12
1999,Wooded Areas,10746.8797771212,1353.1039582078,67.9589668888769,020401041005,wikisrat,12
2000,Subsurface Flow,,20111.773168781,617.172601676292,020401041005,wikisrat,12
2001,Open Land,1676.26029619761,27.3353880829763,2.43507800224253,020401041005,wikisrat,12
2002,Hay/Pasture,20378.5413819855,180.736989739743,64.59979124785,020401041005,wikisrat,12
2003,Low-Density Open Space,11494.5301574231,270.471466711086,24.0943394054118,020401041005,wikisrat,12
2004,Low-Density Mixed,1275.97863715736,29.8197259568668,2.69580711290734,020401041005,wikisrat,12
2005,High-Density Mixed,804.321496197685,16.625349661022,1.41204449562654,020401041005,wikisrat,12
2006,Medium-Density Mixed,5092.85285419065,104.881628955522,8.98499723372963,020401041005,wikisrat,12
2007,Farm Animals,,1530.70040691752,295.458798517667,020401041005,wikisrat,12
2008,Cropland,127484.784908455,1298.94456703305,240.103167338674,020401041005,wikisrat,12
2009,Barren Areas,0.571495971913937,1.35863148435239,0.0378802319994521,020401041005,wikisrat,12
2010,Wooded Areas,1957.12380545112,1077.33521664015,44.9895013592556,020401050101,wikisrat,12
2011,Wetlands,605.609201476351,1366.73265098383,52.7027524069218,020401050101,wikisrat,12
2012,Subsurface Flow,,68823.7738824644,858.333258766317,020401050101,wikisrat,12
2013,Stream Bank Erosion,6690608.12719283,5066.3659614513,1792.50953176807,020401050101,wikisrat,12
2014,Septic Systems,,1793.54046869581,0.0,020401050101,wikisrat,12
2015,Point Sources,,3664.93332171015,375.453825145983,020401050101,wikisrat,12
2016,Open Land,549.249615736248,128.331189655592,2.60654249525359,020401050101,wikisrat,12
2017,Medium-Density Mixed,49973.4541903731,1329.64702670856,85.9346314179972,020401050101,wikisrat,12
2018,Low-Density Open Space,33962.0014938371,996.518127630703,73.2523658614176,020401050101,wikisrat,12
2019,Low-Density Mixed,16988.2223498392,509.112385137422,35.7223703419561,020401050101,wikisrat,12
2020,High-Density Mixed,19098.1543828082,519.389833020383,31.9030829165063,020401050101,wikisrat,12
2021,Hay/Pasture,148571.522971623,3200.62881354865,1242.7844906757,020401050101,wikisrat,12
2022,Farm Animals,,3924.81876998334,752.857643320211,020401050101,wikisrat,12
2023,Cropland,252026.04182172,3212.18480819752,529.352205478845,020401050101,wikisrat,12
2024,Barren Areas,6.03908046166913,61.3003701076668,1.01504699117907,020401050101,wikisrat,12
2025,Wooded Areas,1672.7016245026,1287.37771391771,46.0387347997558,020401050102,wikisrat,12
2026,Wetlands,431.98172884299,562.999147077582,18.9012723320244,020401050102,wikisrat,12
2027,Subsurface Flow,,61526.0083286592,701.053072729804,020401050102,wikisrat,12
2028,Stream Bank Erosion,2059435.13434741,1695.87175663462,548.625696289089,020401050102,wikisrat,12
2029,Septic Systems,,176.319084301427,0.0,020401050102,wikisrat,12
2030,Point Sources,,0.0,0.0,020401050102,wikisrat,12
2031,Open Land,273.100219869279,50.4003605475122,1.03475497792383,020401050102,wikisrat,12
2032,Medium-Density Mixed,5707.44406691267,130.786374317981,9.4517089055947,020401050102,wikisrat,12
2033,Low-Density Open Space,16736.0161222046,461.254650864974,32.6788290402919,020401050102,wikisrat,12
2034,Low-Density Mixed,3523.07573145924,94.0453937983975,7.10769890729188,020401050102,wikisrat,12
2035,High-Density Mixed,1149.84808861858,26.5026315106007,1.88635649588134,020401050102,wikisrat,12
2036,Hay/Pasture,109532.825196779,1497.96225576651,476.432927595898,020401050102,wikisrat,12
2037,Farm Animals,,2539.3989837253,444.734872736574,020401050102,wikisrat,12
2038,Cropland,54647.3664980827,448.295848201844,83.5221058228494,020401050102,wikisrat,12
2039,Barren Areas,0.757322197658534,3.44933933531555,0.0856391608378615,020401050102,wikisrat,12
2040,Wooded Areas,2474.84894575248,995.198025854891,48.0241723575747,020401050103,wikisrat,12
2041,Wetlands,289.737246275965,271.477915267062,12.4254547117469,020401050103,wikisrat,12
2042,Subsurface Flow,,37510.4863815013,633.731137577912,020401050103,wikisrat,12
2043,Stream Bank Erosion,1129031.73415816,1041.41530101087,327.401465869637,020401050103,wikisrat,12
2044,Septic Systems,,80.7380407988786,0.0,020401050103,wikisrat,12
2045,Point Sources,,176.284554112336,6.18063307121301,020401050103,wikisrat,12
2046,Open Land,699.224598301837,47.2029401302108,1.62275554374967,020401050103,wikisrat,12
2047,Medium-Density Mixed,2796.22394211416,56.9143566491877,5.03312879329244,020401050103,wikisrat,12
2048,Low-Density Open Space,13134.457664786,300.543810058085,29.1994052203611,020401050103,wikisrat,12
2049,Low-Density Mixed,1679.4900537787,38.889776001458,3.69032054020279,020401050103,wikisrat,12
2050,High-Density Mixed,454.50209313327,9.16414365340164,0.827065176687318,020401050103,wikisrat,12
2051,Hay/Pasture,40269.749181709,1116.42389883255,453.990961537843,020401050103,wikisrat,12
2052,Farm Animals,,2354.25499983948,510.985225578021,020401050103,wikisrat,12
2053,Cropland,71149.5060728581,759.332649937284,150.709008217501,020401050103,wikisrat,12
2054,Barren Areas,0.251694819662435,2.23290466474362,0.0564982219359053,020401050103,wikisrat,12
2055,Wooded Areas,646.609958323081,832.648298427759,25.824953103828,020401050104,wikisrat,12
2056,Wetlands,147.712038191614,352.925367126583,10.9353145246282,020401050104,wikisrat,12
2057,Subsurface Flow,,73684.8528689442,622.438512468022,020401050104,wikisrat,12
2058,Stream Bank Erosion,1517615.47964615,995.480046302536,350.345483265927,020401050104,wikisrat,12
2059,Septic Systems,,173.00180789756,0.0,020401050104,wikisrat,12
2060,Point Sources,,45613.604009139,1052.32880816056,020401050104,wikisrat,12
2061,Open Land,133.56273062999,39.2275961070679,0.598065967287257,020401050104,wikisrat,12
2062,Hay/Pasture,10291.7459590647,1150.37191335705,315.706722906402,020401050104,wikisrat,12
2063,Low-Density Open Space,14879.3016807866,420.150910056482,26.6415800227801,020401050104,wikisrat,12
2064,Low-Density Mixed,2494.95578002521,70.1168940745529,4.49253901212276,020401050104,wikisrat,12
2065,High-Density Mixed,1838.25250315817,50.2320364137437,2.91510913965455,020401050104,wikisrat,12
2066,Farm Animals,,2599.12734426601,382.659336372061,020401050104,wikisrat,12
2067,Cropland,75161.7202535806,2031.4455718146,220.939255878145,020401050104,wikisrat,12
2068,Barren Areas,0.66633204692549,12.2090282321731,0.252664737395493,020401050104,wikisrat,12
2069,Medium-Density Mixed,5106.76256859419,138.134291354638,8.19779025664844,020401050104,wikisrat,12
2070,Farm Animals,,2333.56676791828,392.085376721244,020401050201,wikisrat,12
2071,High-Density Mixed,2242.8182991942,60.4822617103313,3.38508729432062,020401050201,wikisrat,12
2072,Low-Density Mixed,4798.47889698011,149.075361455057,8.75548061423164,020401050201,wikisrat,12
2073,Low-Density Open Space,18086.9296017598,545.47152792788,34.1096141416644,020401050201,wikisrat,12
2074,Medium-Density Mixed,8262.51555106792,224.226358186908,12.4144760156283,020401050201,wikisrat,12
2075,Septic Systems,,300.395550701739,0.0,020401050201,wikisrat,12
2076,Point Sources,,9408.9496516819,140.716978327871,020401050201,wikisrat,12
2077,Cropland,314803.054026328,3623.22141813902,684.188817676134,020401050201,wikisrat,12
2078,Stream Bank Erosion,1848244.97835156,786.857262631192,427.94952793521,020401050201,wikisrat,12
2079,Subsurface Flow,,40817.9348376226,519.700437880402,020401050201,wikisrat,12
2080,Wetlands,210.44282811122,649.62664725362,19.5659812225252,020401050201,wikisrat,12
2081,Wooded Areas,711.477996178019,795.391829955491,23.3533688263031,020401050201,wikisrat,12
2082,Open Land,74.0610586538626,45.1259965393561,0.616587091165082,020401050201,wikisrat,12
2083,Barren Areas,0.586408791593924,3.19473295504713,0.0585182553101553,020401050201,wikisrat,12
2084,Hay/Pasture,49562.000547286,1094.47919045587,338.482634704427,020401050201,wikisrat,12
2085,Subsurface Flow,,30510.9076129701,331.775008586366,020401050202,wikisrat,12
2086,Stream Bank Erosion,1865695.13848722,1144.69462559293,395.735785280637,020401050202,wikisrat,12
2087,Septic Systems,,346.090998359361,0.0,020401050202,wikisrat,12
2088,Point Sources,,250.414912623068,94.6886241990356,020401050202,wikisrat,12
2089,Open Land,172.165149770992,44.9587567112857,0.724048775960926,020401050202,wikisrat,12
2090,Medium-Density Mixed,10116.9976042132,252.956626311167,14.6638348275882,020401050202,wikisrat,12
2091,Low-Density Open Space,14146.614951643,450.493845121885,25.7086934194308,020401050202,wikisrat,12
2092,Low-Density Mixed,4641.23816264354,145.826568727767,8.54704508544949,020401050202,wikisrat,12
2093,High-Density Mixed,1758.08308864662,42.3118853427582,2.66686695214048,020401050202,wikisrat,12
2094,Hay/Pasture,38906.5234003781,1549.26603140036,379.843937623191,020401050202,wikisrat,12
2095,Farm Animals,,3030.35862525866,411.752447964704,020401050202,wikisrat,12
2096,Cropland,339874.916266687,4997.80459286797,581.578697535238,020401050202,wikisrat,12
2097,Barren Areas,0.998809133354717,3.54089918062854,0.0679204121596732,020401050202,wikisrat,12
2098,Wooded Areas,3503.14539125183,702.619110534517,21.2043694323136,020401050202,wikisrat,12
2099,Wetlands,1129.61979132996,1011.28504638661,30.0687132688253,020401050202,wikisrat,12
2100,Wetlands,661.78072167095,524.012154787305,21.5376396196307,020401050203,wikisrat,12
2101,Subsurface Flow,,30860.1240206833,528.003691513801,020401050203,wikisrat,12
2102,Stream Bank Erosion,1202750.14763131,1056.66523363524,319.168677608297,020401050203,wikisrat,12
2103,Septic Systems,,103.752889063769,0.0,020401050203,wikisrat,12
2104,Point Sources,,0.0,0.0,020401050203,wikisrat,12
2105,Open Land,629.857355498436,56.2651157767583,1.49094821722471,020401050203,wikisrat,12
2106,Low-Density Open Space,13072.257730003,330.47716455208,27.8770629865351,020401050203,wikisrat,12
2107,Low-Density Mixed,2502.7852953626,63.6391385669667,5.28928381456677,020401050203,wikisrat,12
2108,High-Density Mixed,318.485047350227,6.53851383350103,0.517370327929766,020401050203,wikisrat,12
2109,Hay/Pasture,24189.206594608,2436.00655062696,880.700250612085,020401050203,wikisrat,12
2110,Farm Animals,,2715.30095160411,540.506202869547,020401050203,wikisrat,12
2111,Cropland,315493.358481188,4753.66693722112,795.913327577705,020401050203,wikisrat,12
2112,Wooded Areas,3830.20642183478,788.586132283191,36.5913519690865,020401050203,wikisrat,12
2113,Barren Areas,0.376003425666925,1.6917770000859,0.0430785116834021,020401050203,wikisrat,12
2114,Medium-Density Mixed,3686.0712386492,73.1573612351814,6.18082357940833,020401050203,wikisrat,12
2115,Medium-Density Mixed,10605.3344586363,247.250964220195,21.9362298912182,020401050204,wikisrat,12
2116,Point Sources,,78034.8614501002,2479.09446396631,020401050204,wikisrat,12
2117,Open Land,504.232929447018,35.41814191037,1.12894233287479,020401050204,wikisrat,12
2118,Subsurface Flow,,65041.9681595065,848.785891168221,020401050204,wikisrat,12
2119,Low-Density Open Space,18964.0539160437,482.734919250522,42.6682484995798,020401050204,wikisrat,12
2120,Low-Density Mixed,5098.97662770851,129.990093544959,11.482102741187,020401050204,wikisrat,12
2121,High-Density Mixed,4781.76937566929,108.466679205412,10.1640638891577,020401050204,wikisrat,12
2122,Hay/Pasture,21231.2099312074,401.013606942743,153.052936176815,020401050204,wikisrat,12
2123,Farm Animals,,2825.07105103828,602.164684919061,020401050204,wikisrat,12
2124,Cropland,208956.337841004,1952.44291917821,383.336724966366,020401050204,wikisrat,12
2125,Barren Areas,1.05361115434451,9.18310855853264,0.292711062352822,020401050204,wikisrat,12
2126,Wetlands,336.55432104821,430.303750682731,17.4980874917404,020401050204,wikisrat,12
2127,Septic Systems,,318.336068689912,0.0,020401050204,wikisrat,12
2128,Wooded Areas,9032.20590525971,433.106569905407,26.0376452891871,020401050204,wikisrat,12
2129,Stream Bank Erosion,2092301.08942437,1504.84757094619,548.701881538709,020401050204,wikisrat,12
2130,Farm Animals,,962.978948447193,218.059703591913,020401050301,wikisrat,12
2131,Hay/Pasture,34423.6918363143,316.572383554863,148.744275204033,020401050301,wikisrat,12
2132,High-Density Mixed,10996.3839642562,247.130306183221,24.6432787939863,020401050301,wikisrat,12
2133,Low-Density Mixed,8369.95649967217,214.610561151984,22.3694384627247,020401050301,wikisrat,12
2134,Low-Density Open Space,12716.6473608185,325.745914514306,34.0225666543444,020401050301,wikisrat,12
2135,Medium-Density Mixed,22058.0014657837,495.706110811837,49.4351584828267,020401050301,wikisrat,12
2136,Open Land,932.705589154797,21.855583224795,1.68749631468879,020401050301,wikisrat,12
2137,Point Sources,,1882.12463673833,313.766593376081,020401050301,wikisrat,12
2138,Septic Systems,,608.340464397589,0.0,020401050301,wikisrat,12
2139,Stream Bank Erosion,830846.826472225,696.568037819723,290.479558309759,020401050301,wikisrat,12
2140,Subsurface Flow,,38639.7062097396,530.087652693334,020401050301,wikisrat,12
2141,Cropland,2263104.85951095,12347.3353809144,3906.80814454523,020401050301,wikisrat,12
2142,Barren Areas,15.1293313309666,15.8162994720206,0.533215514647996,020401050301,wikisrat,12
2143,Wooded Areas,2654.27793762471,142.823147538973,10.5629776829755,020401050301,wikisrat,12
2144,Wetlands,126.863814774204,27.4092364712402,1.56258656725316,020401050301,wikisrat,12
2145,Wetlands,284.309970623421,93.0825541782524,4.97586043041279,020401050302,wikisrat,12
2146,Subsurface Flow,,47903.0755361774,773.386998457008,020401050302,wikisrat,12
2147,Stream Bank Erosion,1860639.28238718,1614.58689512625,658.04191236687,020401050302,wikisrat,12
2148,Septic Systems,,461.433726311783,0.0,020401050302,wikisrat,12
2149,Point Sources,,12455.8980609826,1058.73935388569,020401050302,wikisrat,12
2150,Open Land,1084.54816752421,33.0373880864758,2.1264169829675,020401050302,wikisrat,12
2151,Barren Areas,55.5117769624197,30.2377464449362,1.07147514092711,020401050302,wikisrat,12
2152,Low-Density Mixed,12344.5091341308,304.910364531201,31.5797412995135,020401050302,wikisrat,12
2153,High-Density Mixed,8277.408816484,184.906001864033,18.5638626104122,020401050302,wikisrat,12
2154,Hay/Pasture,54918.60372304,994.808608626581,477.238417762796,020401050302,wikisrat,12
2155,Farm Animals,,1742.00979626465,382.262246687905,020401050302,wikisrat,12
2156,Wooded Areas,6757.40039254703,516.593054832511,33.8756406897484,020401050302,wikisrat,12
2157,Cropland,1816234.61022851,13671.5772505845,3671.99473666207,020401050302,wikisrat,12
2158,Low-Density Open Space,27405.8712334775,680.593704476338,69.6872354315374,020401050302,wikisrat,12
2159,Medium-Density Mixed,16779.6380191352,376.561515346636,37.4431223512835,020401050302,wikisrat,12
2160,Hay/Pasture,34313.4032634832,537.037758971345,279.026366246572,020401050303,wikisrat,12
2161,Farm Animals,,1701.66140037969,391.01793742469,020401050303,wikisrat,12
2162,High-Density Mixed,69624.5333060838,1557.65246162902,157.821107408799,020401050303,wikisrat,12
2163,Low-Density Mixed,45838.2944877678,1237.28743369976,130.753283316667,020401050303,wikisrat,12
2164,Low-Density Open Space,38548.6750489962,1040.01939900996,110.017416551586,020401050303,wikisrat,12
2165,Medium-Density Mixed,137624.33284601,3074.01582828303,312.505755239262,020401050303,wikisrat,12
2166,Open Land,372.674702981467,8.06071699935032,0.664084481424454,020401050303,wikisrat,12
2167,Point Sources,,13596.2650150549,9231.28072074711,020401050303,wikisrat,12
2168,Septic Systems,,3753.38163007852,0.0,020401050303,wikisrat,12
2169,Stream Bank Erosion,2437656.01612998,1615.99373596872,855.991782984045,020401050303,wikisrat,12
2170,Subsurface Flow,,116915.636291779,1185.33086119061,020401050303,wikisrat,12
2171,Wetlands,14.1233087043252,8.65612214598338,0.463691408426794,020401050303,wikisrat,12
2172,Wooded Areas,539.818935468743,37.3381083412033,2.6262725854217,020401050303,wikisrat,12
2173,Cropland,3628023.79277562,16442.6142241345,6185.63006728394,020401050303,wikisrat,12
2174,Barren Areas,67.6768948902672,37.8120290428672,1.30322413092256,020401050303,wikisrat,12
2175,Wooded Areas,5946.23683684608,474.653589851508,24.3706405253117,020401050401,wikisrat,12
2176,Wetlands,931.311827268294,241.712647158889,10.3314082331607,020401050401,wikisrat,12
2177,Cropland,661616.558203779,4206.85877736437,883.179779568241,020401050401,wikisrat,12
2178,Subsurface Flow,,30157.3092752361,362.680683537627,020401050401,wikisrat,12
2179,Stream Bank Erosion,1150072.94779205,866.817253134048,295.06971070707,020401050401,wikisrat,12
2180,Septic Systems,,402.171202678842,0.0,020401050401,wikisrat,12
2181,Open Land,966.664210551769,24.3798072617778,1.41030291329117,020401050401,wikisrat,12
2182,Medium-Density Mixed,13390.54832802,305.862573072933,25.9955740737179,020401050401,wikisrat,12
2183,Point Sources,,10047.9182168167,1555.65657968845,020401050401,wikisrat,12
2184,Low-Density Open Space,15218.1436242088,410.300583351742,35.821012895479,020401050401,wikisrat,12
2185,Low-Density Mixed,7152.67826207723,191.010576168956,16.9664466375807,020401050401,wikisrat,12
2186,High-Density Mixed,4708.30212128102,107.662599812874,9.12525768456174,020401050401,wikisrat,12
2187,Hay/Pasture,22744.6548121891,487.780650352899,171.162605852085,020401050401,wikisrat,12
2188,Farm Animals,,1665.9078485056,332.423411302896,020401050401,wikisrat,12
2189,Barren Areas,0.11868661133064,0.323588485707259,0.00823907234040806,020401050401,wikisrat,12
2190,Point Sources,,623.556111252643,49.6607505329391,020401050402,wikisrat,12
2191,Wooded Areas,5962.62324636736,405.175843451103,26.9365827302612,020401050402,wikisrat,12
2192,Wetlands,197.623368647658,90.1010340077415,4.51279213062599,020401050402,wikisrat,12
2193,Subsurface Flow,,116320.265536697,1192.70484108832,020401050402,wikisrat,12
2194,Stream Bank Erosion,1999936.59675137,1572.67981255666,642.568804011021,020401050402,wikisrat,12
2195,Septic Systems,,564.917285479628,0.0,020401050402,wikisrat,12
2196,Open Land,2081.69044361055,30.374708895008,3.15164312880403,020401050402,wikisrat,12
2197,High-Density Mixed,5927.04684814998,120.725498489447,12.2650313743901,020401050402,wikisrat,12
2198,Low-Density Open Space,18621.2268896971,459.909566996568,48.4505033768052,020401050402,wikisrat,12
2199,Low-Density Mixed,8853.63895052889,217.014396746061,23.2016661421719,020401050402,wikisrat,12
2200,Hay/Pasture,51444.8321492666,982.24749079892,463.551261389168,020401050402,wikisrat,12
2201,Farm Animals,,2586.62299095617,629.910969750465,020401050402,wikisrat,12
2202,Cropland,5194380.61253926,24287.5594876364,7856.99255678592,020401050402,wikisrat,12
2203,Barren Areas,11.8628648062119,9.3240563465423,0.275859817670239,020401050402,wikisrat,12
2204,Medium-Density Mixed,20635.8809859901,419.974192946747,42.7378959374738,020401050402,wikisrat,12
2205,Point Sources,,72386.2266725342,626.563082149249,020401050501,wikisrat,12
2206,Wetlands,384.791102318978,435.671344786852,12.7998058015553,020401050501,wikisrat,12
2207,Subsurface Flow,,39231.2774489181,459.789750667501,020401050501,wikisrat,12
2208,Stream Bank Erosion,6110387.04805647,3169.44743699214,1345.39079655657,020401050501,wikisrat,12
2209,Septic Systems,,1427.85224875905,0.0,020401050501,wikisrat,12
2210,Wooded Areas,5574.74192693696,702.93214986509,23.5277911118526,020401050501,wikisrat,12
2211,Open Land,376.976934427808,53.9622124837843,1.00454971578622,020401050501,wikisrat,12
2212,High-Density Mixed,12847.422955848,317.589635261522,21.5307945218214,020401050501,wikisrat,12
2213,Low-Density Open Space,31347.3164915235,958.069244940426,63.6085680070111,020401050501,wikisrat,12
2214,Low-Density Mixed,17017.7127796401,515.374083234819,34.8663358895197,020401050501,wikisrat,12
2215,Hay/Pasture,4299.81492825275,83.9601690721401,26.6236533600298,020401050501,wikisrat,12
2216,Farm Animals,,1194.1065779965,202.715879304423,020401050501,wikisrat,12
2217,Cropland,23637.3716789296,172.184126511318,31.067769324856,020401050501,wikisrat,12
2218,Barren Areas,32.3233614971401,43.6834876248858,0.805160862980214,020401050501,wikisrat,12
2219,Medium-Density Mixed,41676.188890125,1043.78142922099,68.8712224506684,020401050501,wikisrat,12
2220,Wooded Areas,4308.12768923645,884.852109357303,37.5520641162124,020401050502,wikisrat,12
2221,Wetlands,351.828397236783,532.810516040611,19.780290407793,020401050502,wikisrat,12
2222,Subsurface Flow,,42728.5374781515,698.710458570786,020401050502,wikisrat,12
2223,Stream Bank Erosion,4515093.75371731,2355.50488319364,1128.01031985329,020401050502,wikisrat,12
2224,Septic Systems,,780.928534441236,0.0,020401050502,wikisrat,12
2225,Point Sources,,3596.53328516895,122.899715422607,020401050502,wikisrat,12
2226,Open Land,178.918685802508,68.6704109226933,1.0493238995691,020401050502,wikisrat,12
2227,Medium-Density Mixed,26513.2582539608,600.065108861168,53.7868451986611,020401050502,wikisrat,12
2228,Low-Density Mixed,10728.1731413866,285.636710796255,25.1948905382024,020401050502,wikisrat,12
2229,High-Density Mixed,10074.4329939028,227.56412708864,20.4262308484595,020401050502,wikisrat,12
2230,Hay/Pasture,16333.5222701512,196.67298948194,75.6707345102601,020401050502,wikisrat,12
2231,Farm Animals,,2462.95620828982,529.632182259374,020401050502,wikisrat,12
2232,Cropland,163975.285371497,867.759809543446,236.312136097676,020401050502,wikisrat,12
2233,Barren Areas,8.4948727778315,50.371978054742,1.19009679589131,020401050502,wikisrat,12
2234,Low-Density Open Space,25662.0982012486,705.284015428429,58.2739666893582,020401050502,wikisrat,12
2235,Open Land,1526.47235785669,22.362303964922,1.89797253936581,020401050503,wikisrat,12
2236,Wetlands,807.776078991594,178.946639965511,9.31589755785164,020401050503,wikisrat,12
2237,Subsurface Flow,,72017.4429540357,832.679205177823,020401050503,wikisrat,12
2238,Stream Bank Erosion,2652218.60828502,2153.53437336557,658.481036130864,020401050503,wikisrat,12
2239,Septic Systems,,377.577950439874,0.0,020401050503,wikisrat,12
2240,Point Sources,,101905.786221929,1547.79952609663,020401050503,wikisrat,12
2241,Medium-Density Mixed,12500.5638611486,293.258675783914,26.4045208176812,020401050503,wikisrat,12
2242,Wooded Areas,8813.14958736111,410.142891253193,27.7254415034118,020401050503,wikisrat,12
2243,Low-Density Mixed,8209.29757549062,206.510080625082,19.9765046664387,020401050503,wikisrat,12
2244,High-Density Mixed,6064.5418861099,141.544285564845,12.8791224383157,020401050503,wikisrat,12
2245,Hay/Pasture,44696.215726993,939.339681100415,366.751221484555,020401050503,wikisrat,12
2246,Farm Animals,,2024.51822365877,492.131350032098,020401050503,wikisrat,12
2247,Cropland,1578609.45853688,8182.54445059465,1959.23247413482,020401050503,wikisrat,12
2248,Barren Areas,1.01073139453505,0.550803651682504,0.0186365900573462,020401050503,wikisrat,12
2249,Low-Density Open Space,21842.8057438587,539.234683393284,54.2660628413886,020401050503,wikisrat,12
2250,Wooded Areas,11735.6099790701,292.601036428562,27.912361212678,020401050504,wikisrat,12
2251,Wetlands,425.432517071581,84.48130088479,4.75411527327291,020401050504,wikisrat,12
2252,Subsurface Flow,,124728.434921146,1390.28677242461,020401050504,wikisrat,12
2253,Stream Bank Erosion,2521902.29348852,1892.78616833689,786.964858519997,020401050504,wikisrat,12
2254,Septic Systems,,424.574906003749,0.0,020401050504,wikisrat,12
2255,Point Sources,,471.184123979395,26.0699552243901,020401050504,wikisrat,12
2256,Open Land,1477.97156939925,19.8143022487926,2.17167767439544,020401050504,wikisrat,12
2257,Medium-Density Mixed,15459.4140873469,310.911332623589,30.8559559525345,020401050504,wikisrat,12
2258,Low-Density Open Space,27220.7810763408,637.110758440933,66.7408299741369,020401050504,wikisrat,12
2259,Low-Density Mixed,7356.2607416153,171.896292431303,18.0689115236927,020401050504,wikisrat,12
2260,High-Density Mixed,3719.94234307428,74.8976144176582,7.41557228826962,020401050504,wikisrat,12
2261,Hay/Pasture,161361.631797489,1144.93887247187,520.553372985745,020401050504,wikisrat,12
2262,Farm Animals,,3177.96804380107,790.561156248266,020401050504,wikisrat,12
2263,Cropland,4216712.37162789,19613.5858836647,6232.70471112635,020401050504,wikisrat,12
2264,Barren Areas,1.06218199980258,0.462119022597675,0.0163241897454288,020401050504,wikisrat,12
2265,Wooded Areas,5803.29418562769,1127.43499407101,46.0460434198825,020401050601,wikisrat,12
2266,Wetlands,488.076856481671,268.241076171876,10.6085595559848,020401050601,wikisrat,12
2267,Subsurface Flow,,109956.104484287,1216.92720353332,020401050601,wikisrat,12
2268,Stream Bank Erosion,3411848.1984422,2522.35202345241,929.473311384115,020401050601,wikisrat,12
2269,Septic Systems,,470.326743628511,0.0,020401050601,wikisrat,12
2270,Point Sources,,45873.5055798108,1615.8153139892,020401050601,wikisrat,12
2271,Open Land,789.772607162425,38.2910058355991,1.4793929786769,020401050601,wikisrat,12
2272,Medium-Density Mixed,14698.794230987,385.633882215018,27.9534501634381,020401050601,wikisrat,12
2273,Low-Density Open Space,23909.8499992018,654.299084232739,50.1480270686894,020401050601,wikisrat,12
2274,Low-Density Mixed,6800.93679010937,186.560142794161,14.1868780411792,020401050601,wikisrat,12
2275,High-Density Mixed,7651.09157977365,193.144598951821,15.1527396518116,020401050601,wikisrat,12
2276,Hay/Pasture,49724.2763702898,1704.30159842026,625.500817199149,020401050601,wikisrat,12
2277,Farm Animals,,3149.57220123691,605.723552657559,020401050601,wikisrat,12
2278,Cropland,1352403.68956832,13280.4912309195,2588.60551010033,020401050601,wikisrat,12
2279,Barren Areas,8.28821488646924,13.1600018297277,0.292351850056587,020401050601,wikisrat,12
2280,Wooded Areas,7489.13330071754,624.622164552468,39.7163689522191,020401050602,wikisrat,12
2281,Wetlands,315.881136523444,190.111749223097,9.43631090652494,020401050602,wikisrat,12
2282,Subsurface Flow,,72111.1069671488,1173.03374563331,020401050602,wikisrat,12
