,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
1033,Cropland,656.906868427738,29.2102316591914,4.04013797429401,020401030202,wikisrat,12,020401030202,12,West Branch Dyberry Creek,PA,18571.74,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1034,Barren Areas,3.36816998315911,4.58466377372577,0.145014760780041,020401030202,wikisrat,12,020401030202,12,West Branch Dyberry Creek,PA,18571.74,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1035,Wooded Areas,4747.24188625575,896.349689258081,47.4367715884358,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1036,Wetlands,221.143982978765,183.795517370213,8.98910683901012,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1037,Subsurface Flow,,8643.98324670025,337.600267049924,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1038,Stream Bank Erosion,823918.342682275,676.846100857566,219.417142585694,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1039,Septic Systems,,179.878300904504,0.0,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1040,Point Sources,,588.301927804252,46.7789272615862,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1041,Open Land,696.764189053471,53.4985170423377,1.67377313756229,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1042,Medium-Density Mixed,6834.67109712231,130.670362540014,12.7470175167423,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1043,Low-Density Open Space,8608.86414527668,209.670887323847,21.0460275193413,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1044,Low-Density Mixed,2632.6149400583,63.5832122512861,6.49599204917588,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1045,High-Density Mixed,950.006260988359,18.2212061669862,1.7657011935077,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1046,Hay/Pasture,112483.24859853,1973.03620099823,709.536155041579,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1047,Farm Animals,,1684.77676048346,338.78561468848,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1048,Cropland,2413.44514610811,39.7982806359033,6.69617178438702,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1049,Barren Areas,10.712909807728,8.25398168756677,0.269396691235351,020401030203,wikisrat,12,020401030203,12,Big Brook-Dyberry Creek,PA,15410.81,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
1050,Wooded Areas,6615.9550026308,1743.99047188569,71.7842783497758,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1051,Wetlands,805.977030765948,601.561478445567,24.4182235379799,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1052,Subsurface Flow,,14536.3182564624,413.441856000269,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1053,Stream Bank Erosion,1293069.99146866,942.716461631751,418.751285412318,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1054,Septic Systems,,137.787686366818,0.0,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1055,Point Sources,,0.0,0.0,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1056,Open Land,836.628614601423,103.994137993537,2.51556913653596,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1057,Medium-Density Mixed,4554.21463759368,108.821438071593,8.11935940310956,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1058,Low-Density Open Space,11190.9612908299,301.887283954947,23.3451262710188,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1059,Low-Density Mixed,2822.19014396072,75.647507995516,5.90027062892433,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1060,High-Density Mixed,1395.92634819546,33.4374176599845,2.47559306534833,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1061,Hay/Pasture,205276.201669679,3436.5414249145,1307.82913203967,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1062,Farm Animals,,2848.42347160175,449.030556740441,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1063,Cropland,1976.26121349819,83.2851762387971,9.40956374277464,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1064,Barren Areas,36.5970015305278,35.9756796181487,0.828763412148007,020401030301,wikisrat,12,020401030301,12,Upper Middle Creek,PA,25770.75,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1065,Wooded Areas,9433.98210727353,2083.81645485297,87.7776981384264,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1066,Wetlands,467.239778640408,433.423644870502,16.424385139468,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1067,Subsurface Flow,,15922.0499650768,467.683771275583,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1068,Stream Bank Erosion,1313094.33002123,949.480400310355,380.074743576615,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1069,Septic Systems,,141.320633943376,0.0,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1070,Point Sources,,5.4530382548694,16.2946344205314,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1071,Open Land,842.906841788066,84.7930910895748,2.3385541212655,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1072,Medium-Density Mixed,4843.17585287027,106.45606074763,7.92074088179615,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1073,Low-Density Open Space,12048.2288593049,319.389130757041,24.7249381435875,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1074,Low-Density Mixed,2927.98420793275,77.1789331729974,6.04700338468537,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1075,High-Density Mixed,814.772078866878,17.8372509271291,1.33843858649494,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1076,Hay/Pasture,137659.87811829,2434.18899591838,847.65608233406,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1077,Farm Animals,,3115.82524751229,487.370468953288,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1078,Cropland,489.203864782275,23.4012261827825,3.05713426931732,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1079,Barren Areas,27.1613077088512,20.6304092566884,0.558705105015822,020401030302,wikisrat,12,020401030302,12,Lower Middle Creek,PA,26857.19,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1080,Wooded Areas,4529.94160180647,738.363531408247,37.8877644647357,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1081,Wetlands,624.138495348512,245.169189407217,11.5860788267619,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1082,Subsurface Flow,,5909.15679677009,206.82345504298,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1083,Stream Bank Erosion,464751.450237854,366.839358578245,169.310473189959,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1084,Septic Systems,,81.5995212015924,0.0,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1085,Point Sources,,0.0,0.0,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1086,Open Land,731.252670051609,43.3819150370533,1.82713085122718,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1087,Medium-Density Mixed,3096.8364040016,64.3605315696117,5.88345762347112,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1088,Low-Density Open Space,5814.84164132901,145.309895350915,13.4914579779968,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1089,Low-Density Mixed,1766.35697021121,43.6778024693484,4.14873955165542,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1090,High-Density Mixed,725.842227429823,14.7373373905598,1.41479446038574,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1091,Hay/Pasture,70831.3124998025,781.97614668905,365.756723830681,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1092,Farm Animals,,1039.66719110464,201.607733366261,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1093,Cropland,840.768324564906,11.7027181064883,2.85365237431282,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1094,Barren Areas,17.9574010785304,11.2522545186779,0.315764700822238,020401030401,wikisrat,12,020401030401,12,Jones Creek,PA,10186.43,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1095,Wooded Areas,9882.16655108974,2190.82483430922,110.565215493958,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1096,Wetlands,939.119644059386,633.103910858836,28.3049569971825,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1097,Subsurface Flow,,20342.6557954269,729.400187861341,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1098,Stream Bank Erosion,3776075.55956409,2992.29629308099,1285.98686843113,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1099,Septic Systems,,448.942043728512,0.0,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1100,Point Sources,,6.21634941246219,1.91511522773287,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1101,Open Land,1172.17703632456,82.6444874714699,3.09532226729538,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1102,Medium-Density Mixed,15902.3423522711,353.168427033844,30.1207153525413,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1103,Low-Density Open Space,21186.9939112038,554.863580445983,50.3318986004007,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1104,Low-Density Mixed,8948.16466699644,236.177419171146,21.0742081692913,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1105,High-Density Mixed,4662.46157650334,103.372161255647,8.84405220424866,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1106,Hay/Pasture,200359.379074015,2841.10478347958,1291.31140231427,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1107,Farm Animals,,2970.88038996944,584.037933605596,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1108,Cropland,0.0,42.743442669767,6.79605620456765,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1109,Barren Areas,32.1103452786184,21.2014553012918,0.668943120715849,020401030402,wikisrat,12,020401030402,12,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1110,Wooded Areas,2085.9067908863,572.112492501101,27.1821753925252,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1111,Wetlands,307.461109842095,190.650871780917,8.79822493554381,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1112,Subsurface Flow,,7269.14249922219,172.188803697044,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1113,Stream Bank Erosion,368731.282145328,279.885904789685,110.788170645917,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1114,Septic Systems,,20.7742763197119,0.0,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1115,Point Sources,,0.0,0.0,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1116,Open Land,889.172064370658,48.94471525468,1.89888998120314,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1117,Medium-Density Mixed,827.227222502511,15.8194933383117,1.35872941376287,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1118,Low-Density Open Space,6666.01725956593,155.244224859851,14.2881247832323,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1119,Low-Density Mixed,793.172592061256,18.3814731481803,1.70919701374671,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1120,High-Density Mixed,41.7139399599487,0.791588930827749,0.0690934956818758,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1121,Hay/Pasture,20178.4973914534,268.657217002599,117.547458775727,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1122,Farm Animals,,25.6941004992088,6.32054946435361,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1123,Cropland,0.0,0.0,0.0,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1124,Barren Areas,0.410120071837088,1.17796905344127,0.0297720210197223,020401030501,wikisrat,12,020401030501,12,Bridge Creek,PA,10964.86,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1125,Wooded Areas,2589.81836324747,522.907718472664,24.7498801094893,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1126,Wetlands,276.987822744869,251.343092820149,10.5576650697336,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1127,Subsurface Flow,,6981.22360435217,174.079603734294,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1128,Stream Bank Erosion,305060.021579774,223.120551400251,90.4094427606965,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1129,Septic Systems,,27.1793096161401,0.0,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1130,Point Sources,,0.0,0.0,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1131,Open Land,226.771136835314,29.2052378200613,0.758071828534915,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1132,Medium-Density Mixed,1065.32930224367,21.7323392496897,1.94768512161312,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1133,Low-Density Open Space,5346.25758841636,127.736297015924,11.8569265435336,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1134,Low-Density Mixed,954.749413419589,22.8390778632749,2.11502324543974,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1135,High-Density Mixed,194.964594682417,3.86263134244486,0.367928662890859,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1136,Hay/Pasture,14860.4465936996,145.862414671756,66.3068592618032,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1137,Farm Animals,,21.3202224966011,5.6054659656051,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1138,Cropland,0.0,0.0,0.0,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1139,Barren Areas,0.289260271937819,0.996599976144925,0.025149805908445,020401030502,wikisrat,12,020401030502,12,East Branch Wallenpaupack,PA,10743.7,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1140,Wooded Areas,9946.31080248216,1385.18164681143,78.9736488696687,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1141,Wetlands,497.365873111713,298.280884992328,14.1467374416424,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1142,Subsurface Flow,,33409.0029138395,845.284189287873,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1143,Stream Bank Erosion,2319549.45374919,1838.65168587327,769.127437641475,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1144,Septic Systems,,179.860777108639,0.0,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1145,Point Sources,,74.802377991661,7.36278338513343,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1146,Open Land,1263.86932064429,83.6929342984507,3.24545436594194,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1147,Medium-Density Mixed,6899.83821135299,137.487779299795,13.506882133781,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1148,Low-Density Open Space,20980.7689443171,479.951253231883,48.815356540242,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1149,Low-Density Mixed,3770.18310069309,86.4517417989948,8.75429086577632,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1150,High-Density Mixed,1490.00406189064,29.5181560881017,2.93410798887371,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1151,Hay/Pasture,73826.7923003478,603.646455756551,276.765951608616,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1152,Farm Animals,,1343.96433797458,290.345878552709,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1153,Cropland,93.1223219111113,0.778664985360142,0.199600180654352,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1154,Barren Areas,31.7644614211533,22.2624921115553,0.752557865056545,020401030503,wikisrat,12,020401030503,12,Headwaters Wallenpaupack Creek,PA,26047.93,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1155,Wooded Areas,2749.04315964047,562.676877928472,29.3386230728987,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1156,Wetlands,313.608207417998,156.792151862925,7.34833406370789,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1157,Subsurface Flow,,5842.26356483838,203.910483471693,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1158,Stream Bank Erosion,881465.605821342,545.805292640727,312.736262398181,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1159,Septic Systems,,140.738391566145,0.0,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1160,Point Sources,,1346.75156021935,195.665516974493,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1161,Open Land,878.519740768889,32.533403182682,1.84561670717417,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
