,Source,Unit,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
330,Mean Low-Flow Concentration,mg/l,42.49620138051901,0.6537898835427205,0.10008892956723393,gwlfe,020401030203,12,020401030203,Big Brook-Dyberry Creek,PA,15410.81,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
331,Total Loads,kg,1000967.8393693728,15462.409256126492,1929.7475682747304,gwlfe,020401030203,12,020401030203,Big Brook-Dyberry Creek,PA,15410.81,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
332,Loading Rates,kg/ha,243.41255694218944,2.541979426490519,0.36667066132580733,gwlfe,0204010303,10,0204010303,Middle Creek,PA,52627.94,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
333,Mean Annual Concentration,mg/l,41.121827851216054,0.4294389808423159,0.0619449054007204,gwlfe,0204010303,10,0204010303,Middle Creek,PA,52627.94,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
334,Mean Low-Flow Concentration,mg/l,56.24998405666431,0.5356073993008365,0.10286382543958973,gwlfe,0204010303,10,0204010303,Middle Creek,PA,52627.94,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
335,Total Loads,kg,5116897.065760236,53436.22051397045,7707.96730706046,gwlfe,0204010303,10,0204010303,Middle Creek,PA,52627.94,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
336,Loading Rates,kg/ha,178.11788875906512,2.5024424218092016,0.3803840273611087,gwlfe,020401030301,12,020401030301,Upper Middle Creek,PA,25770.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
337,Mean Annual Concentration,mg/l,30.497183295121467,0.4284659208297448,0.06512900801704471,gwlfe,020401030301,12,020401030301,Upper Middle Creek,PA,25770.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
338,Mean Low-Flow Concentration,mg/l,43.594796778191665,0.5418532839984254,0.11268794574285187,gwlfe,020401030301,12,020401030301,Upper Middle Creek,PA,25770.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
339,Total Loads,kg,1838710.9656598296,25832.713120336393,3926.7043144487257,gwlfe,020401030301,12,020401030301,Upper Middle Creek,PA,25770.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
340,Loading Rates,kg/ha,163.7495892465355,2.477504460125188,0.3141475788114693,gwlfe,020401030302,12,020401030302,Lower Middle Creek,PA,26857.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
341,Mean Annual Concentration,mg/l,27.28669300382457,0.4128431950889454,0.05234851934814676,gwlfe,020401030302,12,020401030302,Lower Middle Creek,PA,26857.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
342,Mean Low-Flow Concentration,mg/l,37.036900556243275,0.5090821247062903,0.08656245915507979,gwlfe,020401030302,12,020401030302,Lower Middle Creek,PA,26857.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
343,Total Loads,kg,1751858.605595135,26505.333716203306,3360.8764571566226,gwlfe,020401030302,12,020401030302,Lower Middle Creek,PA,26857.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
344,Loading Rates,kg/ha,374.01858459653164,2.6254213962683832,0.3787357506955487,gwlfe,0204010304,10,0204010304,West Branch Wallenpaupack Creek,PA,43213.89,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
345,Mean Annual Concentration,mg/l,61.93556308467224,0.43475634422775855,0.06271670164446255,gwlfe,0204010304,10,0204010304,West Branch Wallenpaupack Creek,PA,43213.89,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
346,Mean Low-Flow Concentration,mg/l,81.9703509424173,0.5482908782840918,0.09844034297394223,gwlfe,0204010304,10,0204010304,West Branch Wallenpaupack Creek,PA,43213.89,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
347,Total Loads,kg,6444789.034899756,45239.161163379766,6526.071467385139,gwlfe,0204010304,10,0204010304,West Branch Wallenpaupack Creek,PA,43213.89,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
348,Loading Rates,kg/ha,151.0792389073955,2.4293454087699105,0.3002138909045445,gwlfe,020401030401,12,020401030401,Jones Creek,PA,10186.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
349,Mean Annual Concentration,mg/l,25.102650903839958,0.4036491721974928,0.04988219794037743,gwlfe,020401030401,12,020401030401,Jones Creek,PA,10186.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
350,Mean Low-Flow Concentration,mg/l,34.051529361208516,0.49960025248617834,0.08117924180327446,gwlfe,020401030401,12,020401030401,Jones Creek,PA,10186.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
351,Total Loads,kg,598575.944551101,9625.066509546385,1189.447435763805,gwlfe,020401030401,12,020401030401,Jones Creek,PA,10186.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
352,Loading Rates,kg/ha,333.23427597902224,2.608652892373762,0.3645989472737811,gwlfe,020401030402,12,020401030402,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
353,Mean Annual Concentration,mg/l,55.382671713818624,0.4335513396068969,0.060595398671830614,gwlfe,020401030402,12,020401030402,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
354,Mean Low-Flow Concentration,mg/l,73.77097426517228,0.5539912443495191,0.09683347542302109,gwlfe,020401030402,12,020401030402,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
355,Total Loads,kg,4421785.578248439,34614.99782477516,4837.972811059983,gwlfe,020401030402,12,020401030402,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
356,Loading Rates,kg/ha,684.5327078873145,3.173919770351519,0.4331487754905941,gwlfe,0204010305,10,0204010305,Wallenpaupack Creek,PA,102307.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
357,Mean Annual Concentration,mg/l,98.44635048723488,0.45645856586567374,0.062293467753601076,gwlfe,0204010305,10,0204010305,Wallenpaupack Creek,PA,102307.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
358,Mean Low-Flow Concentration,mg/l,123.74830086629505,0.5524903243024354,0.07995107667624583,gwlfe,0204010305,10,0204010305,Wallenpaupack Creek,PA,102307.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
359,Total Loads,kg,26147985.735692002,121238.33956381842,16545.54687082236,gwlfe,0204010305,10,0204010305,Wallenpaupack Creek,PA,102307.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
360,Loading Rates,kg/ha,99.88581203510016,2.043810429039019,0.11976616472371021,gwlfe,020401030501,12,020401030501,Bridge Creek,PA,10964.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
361,Mean Annual Concentration,mg/l,16.710344752485312,0.34191819821182956,0.020036217971706214,gwlfe,020401030501,12,020401030501,Bridge Creek,PA,10964.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
362,Mean Low-Flow Concentration,mg/l,22.205890787231105,0.36995096337530087,0.02826171951590987,gwlfe,020401030501,12,020401030501,Bridge Creek,PA,10964.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
363,Total Loads,kg,438358.8746972406,8969.46644888064,525.6057905064747,gwlfe,020401030501,12,020401030501,Bridge Creek,PA,10964.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
364,Loading Rates,kg/ha,88.13134832075131,2.057868150687224,0.10483023292376874,gwlfe,020401030502,12,020401030502,East Branch Wallenpaupack,PA,10743.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
365,Mean Annual Concentration,mg/l,14.372571638827711,0.33559973814731586,0.0170958468390651,gwlfe,020401030502,12,020401030502,East Branch Wallenpaupack,PA,10743.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
366,Mean Low-Flow Concentration,mg/l,18.215460568314548,0.3582293713190245,0.02256058213008996,gwlfe,020401030502,12,020401030502,East Branch Wallenpaupack,PA,10743.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
367,Total Loads,kg,361999.5132274861,8452.693428947774,430.59018173438017,gwlfe,020401030502,12,020401030502,East Branch Wallenpaupack,PA,10743.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
368,Loading Rates,kg/ha,242.10833319042072,3.8492828072803054,0.23902268127459306,gwlfe,020401030503,12,020401030503,Headwaters Wallenpaupack Creek,PA,26047.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
369,Mean Annual Concentration,mg/l,40.41818908644956,0.6426091919335493,0.039903062403508015,gwlfe,020401030503,12,020401030503,Headwaters Wallenpaupack Creek,PA,26047.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
370,Mean Low-Flow Concentration,mg/l,53.15573061428228,0.7022845267969081,0.05695059471773691,gwlfe,020401030503,12,020401030503,Headwaters Wallenpaupack Creek,PA,26047.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
371,Total Loads,kg,2528337.323507563,40198.06035642822,2496.113860550575,gwlfe,020401030503,12,020401030503,Headwaters Wallenpaupack Creek,PA,26047.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
372,Loading Rates,kg/ha,294.6800070443039,3.0752121850422784,0.4824029332623666,gwlfe,020401030504,12,020401030504,Ariel Creek,PA,10311.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
373,Mean Annual Concentration,mg/l,46.98030271498361,0.49027553927121803,0.07690863069598972,gwlfe,020401030504,12,020401030504,Ariel Creek,PA,10311.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
374,Mean Low-Flow Concentration,mg/l,61.43933711258652,0.7096364399798994,0.13009416895335194,gwlfe,020401030504,12,020401030504,Ariel Creek,PA,10311.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
375,Total Loads,kg,1121493.1708092117,11703.642533833903,1835.9290834099147,gwlfe,020401030504,12,020401030504,Ariel Creek,PA,10311.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
376,Loading Rates,kg/ha,507.16200200429137,3.257318586456988,0.3902444123308943,gwlfe,020401030505,12,020401030505,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
377,Mean Annual Concentration,mg/l,70.49243996941367,0.452747512648102,0.05424160465673434,gwlfe,020401030505,12,020401030505,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
378,Mean Low-Flow Concentration,mg/l,86.2877104372202,0.5628302945515173,0.07025368618698065,gwlfe,020401030505,12,020401030505,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
379,Total Loads,kg,7837377.2817731155,50336.647043954414,6030.603001514241,gwlfe,020401030505,12,020401030505,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
380,Loading Rates,kg/ha,430.001109630893,2.739893845399329,0.3589808148196336,gwlfe,0204010306,10,0204010306,Lackawaxen River,PA,80689.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
381,Mean Annual Concentration,mg/l,70.36669341254891,0.44836458763475934,0.05874471570336933,gwlfe,0204010306,10,0204010306,Lackawaxen River,PA,80689.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
382,Mean Low-Flow Concentration,mg/l,92.63556311066849,0.582652158412852,0.09883920925620789,gwlfe,0204010306,10,0204010306,Lackawaxen River,PA,80689.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
383,Total Loads,kg,13782739.566777086,87821.26944781562,11506.340261250753,gwlfe,0204010306,10,0204010306,Lackawaxen River,PA,80689.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
384,Loading Rates,kg/ha,355.53094001257773,3.1793036070246856,0.5503787104216117,gwlfe,020401030601,12,020401030601,Carley Brook-Lackawaxen River,PA,27871.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
385,Mean Annual Concentration,mg/l,59.13076695928456,0.5287715906613887,0.09153722391682859,gwlfe,020401030601,12,020401030601,Carley Brook-Lackawaxen River,PA,27871.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
386,Mean Low-Flow Concentration,mg/l,81.57856374153519,0.8004709562303245,0.18007179952313723,gwlfe,020401030601,12,020401030601,Carley Brook-Lackawaxen River,PA,27871.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
387,Total Loads,kg,3960756.884116122,35418.71390369782,6131.438985580924,gwlfe,020401030601,12,020401030601,Carley Brook-Lackawaxen River,PA,27871.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
388,Loading Rates,kg/ha,96.57514497819558,2.019695438861649,0.09418386755471007,gwlfe,020401030602,12,020401030602,Blooming Grove Creek,PA,19205.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
389,Mean Annual Concentration,mg/l,15.881641864946385,0.3321359718746315,0.015488399777159689,gwlfe,020401030602,12,020401030602,Blooming Grove Creek,PA,19205.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
390,Mean Low-Flow Concentration,mg/l,20.415092591357695,0.3513544271062807,0.020514424315923284,gwlfe,020401030602,12,020401030602,Blooming Grove Creek,PA,19205.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
391,Total Loads,kg,736144.0425962958,15395.12848272292,717.9165304357775,gwlfe,020401030602,12,020401030602,Blooming Grove Creek,PA,19205.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
392,Loading Rates,kg/ha,238.26152354155732,2.3750893315971826,0.210357502008456,gwlfe,020401030603,12,020401030603,Lackawaxen River-Delaware River,PA,33611.61,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
393,Mean Annual Concentration,mg/l,38.38567683272704,0.38264429009094897,0.03389013455220326,gwlfe,020401030603,12,020401030603,Lackawaxen River-Delaware River,PA,33611.61,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
394,Mean Low-Flow Concentration,mg/l,48.5716313992147,0.4547219666283723,0.0521280999425034,gwlfe,020401030603,12,020401030603,Lackawaxen River-Delaware River,PA,33611.61,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
395,Total Loads,kg,3166495.6478672964,31564.93721692655,2795.65120169238,gwlfe,020401030603,12,020401030603,Lackawaxen River-Delaware River,PA,33611.61,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
396,Loading Rates,kg/ha,549.5435870017993,2.6824039304955076,0.29459535886811833,gwlfe,0204010401,10,0204010401,Mongaup River,NY,133471.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
397,Mean Annual Concentration,mg/l,90.45722222212076,0.4415351469282597,0.048491654662237996,gwlfe,0204010401,10,0204010401,Mongaup River,NY,133471.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
398,Mean Low-Flow Concentration,mg/l,118.02073628730268,0.5497147601639463,0.07101586749670244,gwlfe,0204010401,10,0204010401,Mongaup River,NY,133471.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
399,Total Loads,kg,28557582.042135503,139393.80265212955,15308.942418940636,gwlfe,0204010401,10,0204010401,Mongaup River,NY,133471.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
400,Loading Rates,kg/ha,214.44730889945092,2.2250451849682107,0.19300543360035147,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
401,Mean Annual Concentration,mg/l,40.07236683644237,0.41577964926345684,0.03606566375839332,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
402,Mean Low-Flow Concentration,mg/l,67.66338723246646,0.7065297668666232,0.09038915059879106,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
403,Total Loads,kg,1027545.725322609,10661.526508293677,924.804835639444,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
404,Loading Rates,kg/ha,203.38557506720045,2.1260596929670896,0.20760382609276257,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
405,Mean Annual Concentration,mg/l,37.55256063801814,0.3925498920649281,0.03833140705999996,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
406,Mean Low-Flow Concentration,mg/l,58.12389156827503,0.5293440146286366,0.0775844591370887,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
407,Total Loads,kg,1362093.5347825477,14238.434369769891,1390.3435837258398,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
408,Loading Rates,kg/ha,182.3311222306566,2.0614621529582604,0.20132068145197698,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
409,Mean Annual Concentration,mg/l,33.9627037408237,0.3839872618415236,0.037499877022665606,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
410,Mean Low-Flow Concentration,mg/l,55.98773624990258,0.505818810686169,0.07872522664718046,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
411,Total Loads,kg,1250973.829624535,14143.691831446624,1381.261195442014,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
412,Loading Rates,kg/ha,265.0836261364907,2.675405114190348,0.21938265109214752,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
413,Mean Annual Concentration,mg/l,46.98414995729661,0.4741961505269066,0.03888398362121182,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
414,Mean Low-Flow Concentration,mg/l,71.57099391589321,0.8165897329993477,0.07888456146556984,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
415,Total Loads,kg,3056016.583914533,30843.407858943425,2529.1528931158227,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
416,Loading Rates,kg/ha,127.27831520305058,2.2837784109672215,0.18824152127033314,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
417,Mean Annual Concentration,mg/l,20.593841046815918,0.36951910862881654,0.030457788204279627,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
418,Mean Low-Flow Concentration,mg/l,29.327208087539024,0.41934159609362803,0.040567737096429295,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
419,Total Loads,kg,1160701.8676626992,20826.688840974475,1716.6497290726757,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
420,Loading Rates,kg/ha,89.92192736841946,1.9626984525216733,0.13075228188337243,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
421,Mean Annual Concentration,mg/l,16.09157593001125,0.35122591453216545,0.023398189223949494,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
422,Mean Low-Flow Concentration,mg/l,23.900353483322903,0.41810963559913755,0.04215031868356309,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
423,Total Loads,kg,445221.44678651844,9717.712578125309,647.3806980609535,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
424,Loading Rates,kg/ha,74.6198489507169,1.9403087968257837,0.10695366977925398,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
425,Mean Annual Concentration,mg/l,13.554794968017726,0.3524596777592644,0.019428276595579108,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
426,Mean Low-Flow Concentration,mg/l,22.35268843503831,0.40854058211269323,0.04089073704201701,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
427,Total Loads,kg,598227.3290378974,15555.45562415231,857.4475706202793,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
428,Loading Rates,kg/ha,224.96641993794879,3.246123183747904,0.1936534764193651,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
429,Mean Annual Concentration,mg/l,37.148006649294054,0.5360222456647332,0.031977397478564665,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
430,Mean Low-Flow Concentration,mg/l,56.152896717519226,0.5720011984352088,0.0494209111340826,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
431,Total Loads,kg,4153779.9777342854,59936.41846472128,3575.6177886071564,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
432,Loading Rates,kg/ha,117.37239932003507,4.275784957102973,0.1607327989623157,gwlfe,020401040201,12,020401040201,Gumaer Brook-Basher Kill,NY,15847.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
433,Mean Annual Concentration,mg/l,20.79609237018379,0.7575854241549741,0.028478706693422135,gwlfe,020401040201,12,020401040201,Gumaer Brook-Basher Kill,NY,15847.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
434,Mean Low-Flow Concentration,mg/l,28.652677073218303,0.6892025565005794,0.05342159029477493,gwlfe,020401040201,12,020401040201,Gumaer Brook-Basher Kill,NY,15847.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
435,Total Loads,kg,744962.6184842625,27138.407122732566,1020.1710750138177,gwlfe,020401040201,12,020401040201,Gumaer Brook-Basher Kill,NY,15847.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
436,Loading Rates,kg/ha,77.32846670424883,2.0764114862221126,0.12978568789606296,gwlfe,020401040202,12,020401040202,Pine Kill,NY,10914.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
437,Mean Annual Concentration,mg/l,12.446692008730944,0.3342165615573738,0.02089013985705753,gwlfe,020401040202,12,020401040202,Pine Kill,NY,10914.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
438,Mean Low-Flow Concentration,mg/l,18.295329886748437,0.36151027667222174,0.030224516633949823,gwlfe,020401040202,12,020401040202,Pine Kill,NY,10914.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
439,Total Loads,kg,327818.568899322,8802.5312135414,550.2004666977796,gwlfe,020401040202,12,020401040202,Pine Kill,NY,10914.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
440,Loading Rates,kg/ha,131.7326801721988,2.032409573350679,0.16271162617955912,gwlfe,020401040203,12,020401040203,Basher Kill,NY,19642.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
441,Mean Annual Concentration,mg/l,23.79201715105863,0.36707006464854486,0.02938707233224354,gwlfe,020401040203,12,020401040203,Basher Kill,NY,19642.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
442,Mean Low-Flow Concentration,mg/l,34.37677713379966,0.4902360064913431,0.06596667056157558,gwlfe,020401040203,12,020401040203,Basher Kill,NY,19642.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
443,Total Loads,kg,1037763.7078605479,16010.91613694198,1281.809648717331,gwlfe,020401040203,12,020401040203,Basher Kill,NY,19642.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
444,Loading Rates,kg/ha,721.2923278492601,5.355254823623345,0.5354605137583431,gwlfe,0204010403,10,0204010403,Neversink River,"NJ,NY",177063.96,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
445,Mean Annual Concentration,mg/l,111.88491483924436,0.8306926425658158,0.08305918650246698,gwlfe,0204010403,10,0204010403,Neversink River,"NJ,NY",177063.96,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
446,Mean Low-Flow Concentration,mg/l,141.2561699821261,0.9539006893373451,0.14391244675759496,gwlfe,0204010403,10,0204010403,Neversink River,"NJ,NY",177063.96,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
447,Total Loads,kg,50396550.68836223,374170.5834755984,37412.51900419268,gwlfe,0204010403,10,0204010403,Neversink River,"NJ,NY",177063.96,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
