,Source,Sediment,TotalN,TotalP,huc,land_use_source,stream_layer,weather_source
2027,Farm Animals,0.0,2581.0146591382263,636.7122558852586,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2028,Hay/Pasture,131082.13750351226,1522.6147424393002,683.0365047275922,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2029,High-Density Mixed,1387.3906148647554,26.95706744373188,2.752478006598352,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2030,Low-Density Mixed,4274.999785509561,95.73480876151123,10.41785929611354,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2031,Low-Density Open Space,21036.25092552644,471.0880843177375,51.26379257437803,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2032,Medium-Density Mixed,6843.57101370788,132.97091921763896,13.577127090239946,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2033,Open Land,401.01012266463636,51.31088662919087,1.5193954103138174,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2034,Point Sources,0.0,0.0,0.0,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2035,Septic Systems,0.0,179.97779844,0.0,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2036,Stream Bank Erosion,2546087.0,2578.0,834.0,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2037,Subsurface Flow,0.0,62454.1960278978,981.7418819185043,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2038,Wetlands,554.8043391335633,576.1391104261056,30.932104707769028,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2039,Wooded Areas,2090.6433182048786,1314.1147553517014,71.45877679830323,020401050102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2040,Barren Areas,0.29137308367224524,2.2627517388518377,0.07574837239697396,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2041,Cropland,73553.27995508113,761.6257208421249,161.08504855623076,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2042,Farm Animals,0.0,2369.953446002428,587.5580968583643,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2043,Hay/Pasture,43373.87803631814,1124.150385260689,524.7663620574741,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2044,High-Density Mixed,486.12458014075105,9.22258707724764,0.9405422164620109,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2045,Low-Density Mixed,1813.5577622032076,39.169498316077515,4.283129738618976,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2046,Low-Density Open Space,13997.848747102425,302.32768117749146,33.05910817671928,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2047,Medium-Density Mixed,3021.855498172237,57.329595345052894,5.846613778007094,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2048,Open Land,821.025201745035,47.55931974032926,1.905429529976028,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2049,Point Sources,0.0,176.48964614460962,6.339987288553599,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2050,Septic Systems,0.0,81.22891788000001,0.0,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2051,Stream Bank Erosion,1212096.0,1196.0,376.0,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2052,Subsurface Flow,0.0,37752.59938700951,725.7530588390073,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2053,Wetlands,315.92473522986256,273.65361635984266,14.729311823172049,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2054,Wooded Areas,2663.9708611738274,1001.9947730108324,55.48962653777954,020401050103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2055,Barren Areas,0.8479209450344705,12.471307227716748,0.41666003432721593,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2056,Cropland,97360.35683554033,2078.529154396011,377.14128122645377,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2057,Farm Animals,0.0,2661.4429338276777,664.5509109845118,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2058,Hay/Pasture,13480.76992280847,1178.2231459409495,551.0949287284675,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2059,High-Density Mixed,2452.0698556902876,51.53112547919838,5.282672762379942,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2060,Low-Density Mixed,3266.9417961395966,71.81286861861769,7.835006791565515,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2061,Low-Density Open Space,19584.93396940119,430.5097482026927,46.96994934037192,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2062,Medium-Density Mixed,6736.455647500789,141.56902604175383,14.512837259285556,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2063,Open Land,243.16628607033905,40.25357759360993,1.0888477601823796,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2064,Point Sources,0.0,46514.336740428436,1672.6466464036555,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2065,Septic Systems,0.0,177.2556588,0.0,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2066,Stream Bank Erosion,1998242.0,1756.0,618.0,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2067,Subsurface Flow,0.0,75384.99885615155,1060.0010563464768,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2068,Wetlands,194.2353077709421,361.5986828878835,19.23590709091089,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2069,Wooded Areas,853.8453536734168,853.4326873105224,45.81602737307813,020401050104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2070,Barren Areas,0.8107313023170185,3.2914504645805924,0.11065911505458584,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2071,Cropland,355770.5116092297,3665.6520583817846,863.862747226171,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2072,Farm Animals,0.0,2383.4425305431732,588.1284206136183,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2073,Hay/Pasture,64998.280749039695,1123.4170012275042,562.3724037644714,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2074,High-Density Mixed,3096.9780239217544,62.31057012754316,6.37344798764655,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2075,Low-Density Mixed,6670.431189568959,153.69302372185177,16.662980173796708,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2076,Low-Density Open Space,24335.87564487948,560.7215195667419,60.791904130085605,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2077,Medium-Density Mixed,11490.04871900382,231.17745135554875,23.646027618033205,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2078,Open Land,129.942915236678,46.32782241069519,1.0818252612044648,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2079,Point Sources,0.0,9925.320100090314,420.9191560722367,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2080,Septic Systems,0.0,308.98843271999993,0.0,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2081,Stream Bank Erosion,2519589.0,1436.0,781.0,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2082,Subsurface Flow,0.0,41690.070934847485,781.8443883770011,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2083,Wetlands,287.15458155838115,668.9099128830348,35.52754409374058,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2084,Wooded Areas,987.214077609559,819.9254392872556,44.260152445609435,020401050201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2085,Barren Areas,1.3420043836525746,3.6368031870786766,0.12264303406335843,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2086,Cropland,456419.1786901988,5134.5736357604055,1041.0111992936202,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2087,Farm Animals,0.0,3120.2410984127036,773.8621670209161,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2088,Hay/Pasture,54166.5471080003,1596.8206442077408,730.2886430167922,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2089,High-Density Mixed,2276.381432035692,43.33429148348115,4.419682420813809,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2090,Low-Density Mixed,6408.056682868684,150.16993537421382,16.24585332275636,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2091,Low-Density Open Space,19823.316327208824,464.55053054039115,50.25652945352314,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2092,Medium-Density Mixed,13658.288592214152,260.00574890088694,26.518094524882855,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2093,Open Land,297.0626502949242,46.121460758272356,1.249311191119982,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2094,Point Sources,0.0,259.00948069531034,185.8796273180352,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2095,Septic Systems,0.0,356.7701491199999,0.0,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2096,Stream Bank Erosion,2581794.0,2181.0,754.0,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2097,Subsurface Flow,0.0,31424.283509178622,633.7079843023389,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2098,Wetlands,1544.0191870886608,1040.2830883139793,56.280524129561854,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2099,Wooded Areas,5005.927164930744,725.7833638006175,43.15565254674013,020401050202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2100,Barren Areas,0.43608635250526606,1.7150684755772412,0.05763497773554396,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2101,Cropland,336780.3882574807,4783.1015521671225,901.9428951443898,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2102,Farm Animals,0.0,2746.3954342157067,682.1689337830946,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2103,Hay/Pasture,27951.170415895238,2469.120506314381,1165.0917835785174,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2104,High-Density Mixed,365.0521302957546,6.622455318591915,0.6737110074140141,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2105,Low-Density Mixed,2893.9643851849155,64.50177361745435,7.023471243296976,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2106,Low-Density Open Space,15021.589454617424,334.8068716174478,36.456461628631,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2107,Medium-Density Mixed,4069.6552303341527,73.8281129961543,7.510630119689565,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2108,Open Land,919.6842985877108,57.27069538787645,2.1770034967739815,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2109,Point Sources,0.0,0.0,0.0,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2110,Septic Systems,0.0,105.11977607999998,0.0,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2111,Stream Bank Erosion,1372339.0,1364.0,412.0,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2112,Subsurface Flow,0.0,31217.541417685454,668.3794789878206,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2113,Wetlands,767.2693413589518,531.2692998755285,28.72261678403822,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2114,Wooded Areas,4327.517494640716,797.6885902240126,46.276188690411466,020401050203,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2115,Barren Areas,1.0810254371134325,9.204829291897603,0.30796168985749883,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2116,Cropland,222762.95451474548,1964.2558660378725,433.58932160465827,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2117,Farm Animals,0.0,2847.799972957613,707.4574007293719,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2118,Hay/Pasture,23319.308686524946,404.60451834489743,183.03323784920266,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2119,High-Density Mixed,5033.470509423863,109.00473289913676,11.189400142998423,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2120,Low-Density Mixed,5712.990873842746,131.4027181605744,14.249531934995746,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2121,Low-Density Open Space,21210.4584501022,487.8551279569348,52.90383123565813,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2122,Medium-Density Mixed,11506.864174528682,249.19241177688227,25.579748088098384,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2123,Open Land,623.624431554525,35.78512195640018,1.396251572401239,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2124,Point Sources,0.0,78442.04272652669,2786.294413579952,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2125,Septic Systems,0.0,321.73022376000006,0.0,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2126,Stream Bank Erosion,2326857.0,1843.0,672.0,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2127,Subsurface Flow,0.0,65578.11904432825,999.3065941323842,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2128,Wetlands,390.0831675667366,436.2352171505548,23.345119375409098,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2129,Wooded Areas,10245.801711605758,438.2740458958484,33.18909118869704,020401050204,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2130,Barren Areas,15.336186593759571,15.835818604621679,0.5479115950338851,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2131,Cropland,2291465.351392498,12361.30925918836,4005.4435312200585,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2132,Farm Animals,0.0,964.0734617921019,223.5884606178979,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2133,Hay/Pasture,34862.68184210322,316.93700342932806,152.56546807463616,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2134,High-Density Mixed,11171.038698210023,247.48437345970763,25.432842464199705,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2135,Low-Density Mixed,8493.43065162768,214.89635286426312,23.034581221156696,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2136,Low-Density Open Space,12890.472183665022,326.14800456832853,34.95956353476437,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2137,Medium-Density Mixed,22407.32879068529,496.41433321298837,51.014241251204325,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2138,Open Land,958.8895242974978,21.883051207797727,1.734869563622999,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2139,Point Sources,0.0,1885.2562201291012,323.9793504330588,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2140,Septic Systems,0.0,609.11490024,0.0,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2141,Stream Bank Erosion,842937.0,717.0,299.0,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2142,Subsurface Flow,0.0,38685.25880689477,544.0304025448175,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2143,Wetlands,128.52873411489938,27.44172327912181,1.603898697487037,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2144,Wooded Areas,2692.579790539761,143.0091740290394,10.870244994848823,020401050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2145,Barren Areas,55.800499763502145,30.25200275951276,1.0826563305550763,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2146,Cropland,1868842.8978534727,13707.077882449788,3888.031721735021,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2147,Farm Animals,0.0,1746.6220160701616,405.2132646588713,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2148,Hay/Pasture,56595.34800463336,997.5284571223414,506.8705476816862,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2149,High-Density Mixed,8378.933353861634,185.11152054379576,19.020827415148418,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2150,Low-Density Mixed,12603.024051031249,305.48605301840917,32.91449468267708,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2151,Low-Density Open Space,28146.409510117508,682.2438418803185,73.50813918992795,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2152,Medium-Density Mixed,17071.58652128439,377.15389365085383,38.7538230954506,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2153,Open Land,1136.7155967977335,33.10810455654053,2.228698938611956,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2154,Point Sources,0.0,12460.845016454085,1068.067858562373,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2155,Septic Systems,0.0,462.4761279600001,0.0,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2156,Stream Bank Erosion,1905318.0,1693.0,690.0,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2157,Subsurface Flow,0.0,48024.08108230808,817.6105674826066,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2158,Wetlands,292.92429025409433,93.33536775912361,5.282107426821447,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2159,Wooded Areas,6972.226861142623,518.0632366738182,36.066607403336675,020401050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2160,Barren Areas,68.97402575734968,37.87716292700848,1.3538187600006208,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2161,Cropland,3646548.082809199,16450.28241413357,6248.462134250763,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2162,Farm Animals,0.0,1702.4349196305482,394.8897790004926,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2163,Hay/Pasture,34463.28156241053,537.251924977516,281.4521945973387,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2164,High-Density Mixed,70151.98228775173,1558.7282713983998,160.20440580688546,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2165,Low-Density Mixed,46011.893832039575,1237.715678776468,131.73782290734556,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2166,Low-Density Open Space,38674.060509253046,1040.328642611112,110.72868578446219,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2167,Medium-Density Mixed,138422.09321756085,3075.642669644533,316.1112269572524,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2168,Open Land,381.08006536429923,8.06897171895312,0.6790623446240002,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2169,Point Sources,0.0,13597.4927375163,9252.20144966899,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2170,Septic Systems,0.0,3754.5971364,0.0,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2171,Stream Bank Erosion,2450547.0,1633.0,865.0,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2172,Subsurface Flow,0.0,116952.81369315335,1193.5300967448666,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2173,Wetlands,14.283186129021562,8.665010645567577,0.47421370593707346,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2174,Wooded Areas,542.9373665913764,37.35777022389299,2.656522117858993,020401050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2175,Barren Areas,0.13736573295792884,0.32787550955531447,0.01107127030027181,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2176,Cropland,735988.5751059712,4248.157405452148,1090.421065044473,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2177,Farm Animals,0.0,1683.9080407819245,418.43145835115007,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2178,Hay/Pasture,25765.01017069069,493.4220220555836,218.7242382620734,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2179,High-Density Mixed,5195.469275449069,108.62275118370015,11.131463591099939,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2180,Low-Density Mixed,7907.464887432601,192.7549421843709,20.750756304748133,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2181,Low-Density Open Space,17004.076868197335,414.49692161606987,44.62207044889331,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2182,Medium-Density Mixed,14758.69826040557,308.5631583870306,31.62099583844321,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2183,Open Land,1302.4270710695096,24.721781883659883,1.9001600272654757,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2184,Point Sources,0.0,10130.99968771014,1872.2762461534912,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2185,Septic Systems,0.0,406.1445894000001,0.0,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2186,Stream Bank Erosion,1286823.0,1084.0,369.0,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2187,Subsurface Flow,0.0,30469.595652956326,453.0145787437784,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2188,Wetlands,1083.0125779203656,245.06629382597188,13.948008590936553,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2189,Wooded Areas,6814.6123729759,480.6322115936718,31.901952421680853,020401050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2190,Barren Areas,13.015122980777887,9.40628380399401,0.3290703430797751,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2191,Cropland,5235953.3064558245,24306.102846488473,7976.386617881601,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2192,Farm Animals,0.0,2589.6149985979096,644.2133011051058,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2193,Hay/Pasture,52662.33813663078,984.4766203688279,484.1956796226666,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2194,High-Density Mixed,5950.182574083423,120.76922884929758,12.358767666195567,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2195,Low-Density Mixed,8884.739570432354,217.08513384085828,23.361253416692513,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2196,Low-Density Open Space,18844.518166478603,460.43721550944923,49.549180469805215,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2197,Medium-Density Mixed,20697.402315885007,420.08951586803084,42.989334080257855,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2198,Open Land,2186.353437810103,30.450960623923148,3.31010108182078,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2199,Point Sources,0.0,624.0587487846624,50.56989860917278,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2200,Septic Systems,0.0,565.4169774,0.0,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2201,Stream Bank Erosion,2023729.0,1608.0,657.0,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2202,Subsurface Flow,0.0,116476.54890845407,1224.2621929804022,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2203,Wetlands,208.86444498818003,90.58306724952241,5.003898993355703,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2204,Wooded Areas,6123.164689501305,406.21639869876077,28.309315191351555,020401050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2205,Barren Areas,44.35433626596188,44.92786937553465,1.5445025425400947,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2206,Cropland,28661.88534521919,175.11555662598255,46.501732603342155,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2207,Farm Animals,0.0,1215.0059475836374,305.0027473887931,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2208,Hay/Pasture,5239.369144644346,85.43945140072528,40.108591275639895,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2209,High-Density Mixed,15815.453098251497,323.4753589801699,33.13066481918446,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2210,Low-Density Mixed,21545.378336633225,526.2707015276092,56.73056746312682,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2211,Low-Density Open Space,40090.138955378,979.2478564422845,105.56028755119081,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2212,Medium-Density Mixed,52047.2183778822,1064.527999552923,109.03000604131613,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2213,Open Land,706.0634615038819,55.46693606947614,1.8814834139848107,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2214,Point Sources,0.0,73494.37264642717,923.5881482389937,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2215,Septic Systems,0.0,1458.93507408,0.0,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2216,Stream Bank Erosion,7867957.0,5317.0,2257.0,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2217,Subsurface Flow,0.0,40129.96109455876,775.5868675458145,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2218,Wetlands,526.986891939701,448.2646157582181,24.12269846892392,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2219,Wooded Areas,7765.369688534612,724.3222454157207,45.929398433306055,020401050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2220,Barren Areas,10.28745330255065,51.28701794771722,1.720280571745154,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2221,Cropland,170806.56510894827,871.0862353817146,255.7927544735254,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2222,Farm Animals,0.0,2482.5017409822804,616.0984998546655,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2223,Hay/Pasture,18114.627435518207,198.66986704289138,91.70240200749225,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2224,High-Density Mixed,10832.465726217039,229.12235686470916,23.49319910786259,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2225,Low-Density Mixed,12036.511845991607,288.8743106249143,31.158063739445186,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2226,Low-Density Open Space,29815.49760382805,715.567053515831,77.18126203420988,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2227,Medium-Density Mixed,28574.42477780149,604.390516122095,61.97154624480577,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2228,Open Land,293.65000549364896,70.36210265911892,1.72220116356771,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2229,Point Sources,0.0,3605.1727717583067,129.6397400769856,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2230,Septic Systems,0.0,791.5837683599999,0.0,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2231,Stream Bank Erosion,5144728.0,3007.0,1440.0,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2232,Subsurface Flow,0.0,43268.50606744889,890.5796463953303,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2233,Wetlands,429.8062274105344,542.9964704952014,29.00696879731525,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2234,Wooded Areas,5142.498296180897,899.9483414567607,52.48906851868116,020401050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2235,Barren Areas,1.030052983338247,0.5517653096834013,0.019345216392400912,020401050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2236,Cropland,1603322.164672025,8194.132633670406,2020.9073631498036,020401050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
