,Source,TotalN,TotalP,Sediment,Area,gwlfe_endpoint,huc,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
422,Cropland,14.1004191630781,2.22603837751572,700.0480324234,2.3402767819768275,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
423,Cropland,14.1004191630781,2.22603837751572,700.0480324234,2.3402767819768275,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
424,Farm Animals,2119.57453015606,393.298511582914,0.0,331.4191965861031,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
425,Farm Animals,2119.57453015606,393.298511582914,0.0,331.4191965861031,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
426,Hay/Pasture,385.941047409751,126.602147758545,30835.3411905045,329.07891980412626,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
427,Hay/Pasture,385.941047409751,126.602147758545,30835.3411905045,329.07891980412626,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
428,High-Density Mixed,6.00546822790522,0.539361350197819,303.437254350958,2.3402767819768275,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
429,High-Density Mixed,6.00546822790522,0.539361350197819,303.437254350958,2.3402767819768275,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
430,Low-Density Mixed,26.411670773514,2.46553802494988,1122.75768556872,57.15675986751099,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
431,Low-Density Mixed,26.411670773514,2.46553802494988,1122.75768556872,57.15675986751099,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
432,Low-Density Open Space,200.915798832033,18.9720223313993,8586.42311483624,434.93143886584744,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
433,Low-Density Open Space,200.915798832033,18.9720223313993,8586.42311483624,434.93143886584744,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
434,Medium-Density Mixed,45.1162684020471,3.94544573237976,2251.35563404591,17.282043928444267,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
435,Medium-Density Mixed,45.1162684020471,3.94544573237976,2251.35563404591,17.282043928444267,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
436,Open Land,26.4240965837149,1.16977397530817,663.125222696271,23.222746528846987,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
437,Open Land,26.4240965837149,1.16977397530817,663.125222696271,23.222746528846987,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
438,Point Sources,155.845258065362,10.6814091796666,0.0,9116.599999999999,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
439,Point Sources,155.845258065362,10.6814091796666,0.0,9116.599999999999,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
440,Septic Systems,60.8195536123459,0.0,0.0,57.15675986751099,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
441,Septic Systems,60.8195536123459,0.0,0.0,57.15675986751099,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
442,Stream Bank Erosion,958.351152518127,295.734479086542,1121839.11394634,9116.599999999999,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
443,Stream Bank Erosion,958.351152518127,295.734479086542,1121839.11394634,9116.599999999999,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
444,Subsurface Flow,15641.3241221755,542.247323302132,0.0,9116.599999999999,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
445,Subsurface Flow,15641.3241221755,542.247323302132,0.0,9116.599999999999,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
446,Wetlands,38.0616764478671,1.80613047042212,69.2931558928834,86.14018770583941,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
447,Wetlands,38.0616764478671,1.80613047042212,69.2931558928834,86.14018770583941,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
448,Wooded Areas,1343.14298172264,73.5135768884992,14289.5774745073,8156.404649062009,subbasin,020401010406,12,020401010406,12,Pea Brook-Delaware River,"NY,PA",23104.89,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
449,Wooded Areas,1343.14298172264,73.5135768884992,14289.5774745073,8156.404649062009,subbasin,020401010406,12,0204010104,10,Equinunk Creek-Delaware River,"NY,PA",104564.64,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
450,Barren Areas,3.49455677577201,0.1108607179157,2.57669856838555,4.769969346041746,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
451,Cropland,57.8191952454259,8.31796330794729,1660.83196794101,10.439932908317784,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
452,Farm Animals,1793.54061509437,347.868548228383,0.0,1296.4416684854973,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
453,Hay/Pasture,1890.82350893925,634.512606456225,87660.9785474822,1286.0017355771795,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
454,High-Density Mixed,6.20694966593778,0.557301801454972,320.071432003534,2.4299843838325876,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
455,Low-Density Mixed,44.20349893676,4.37129423573494,1908.49171067459,93.41939964511948,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
456,Low-Density Open Space,283.929100673373,27.299736784944,12099.1649140857,600.7461393363898,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
457,Medium-Density Mixed,60.6231200371877,5.66237401084394,3183.13302992396,23.399849622091587,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
458,Open Land,39.6181020507701,1.79969492593976,1063.58185757898,29.339811449237914,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
459,Point Sources,0.0,0.0,0.0,10598.999999999996,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
460,Septic Systems,81.724312835212,0.0,0.0,93.41939964511948,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
461,Stream Bank Erosion,1277.51232587524,382.898339674707,1503000.61524607,10598.999999999996,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
462,Subsurface Flow,17201.4640691339,607.329051308602,0.0,10598.999999999996,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
463,Wetlands,109.257572230125,5.02767040972512,153.222741134272,247.76840772930055,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
464,Wooded Areas,1347.47510003727,71.3143789586762,9461.7147025539,8300.82665517212,subbasin,020401010501,12,020401010501,12,Hankins Creek-Delaware River,"NY,PA",26751.93,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
465,Barren Areas,0.36447760650231,0.0118502655351585,0.283336212707395,0.539989324314148,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
466,Cropland,88.4637642603738,15.0343861313001,7077.49337122664,26.00948578779813,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
467,Farm Animals,756.565881459281,174.4576221686,0.0,1952.4214002785216,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
468,Hay/Pasture,2651.78984368874,981.410848866686,86464.5486935938,1926.4119144907233,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
469,High-Density Mixed,7.56597225466333,0.761692909176037,400.399127434649,2.969941283727814,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
470,Low-Density Mixed,38.3890066942474,4.12094612124287,1723.37656153777,80.90840042640318,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
471,Low-Density Open Space,248.654372126143,26.5935090292169,11143.0448950486,524.1496374675997,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
472,Medium-Density Mixed,52.1948483336671,5.23298840149918,2756.75468483579,20.699590765375675,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
473,Open Land,43.8738037761619,1.6010270094925,795.28349633181,39.95920999924696,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
474,Point Sources,0.0,0.0,0.0,9305.400000000001,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
475,Septic Systems,74.0627744062112,0.0,0.0,80.90840042640318,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
476,Stream Bank Erosion,1113.74219246892,310.354967213562,1250028.13089611,9305.400000000001,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
477,Subsurface Flow,14557.1252995026,581.733686832926,0.0,9305.400000000001,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
478,Wetlands,69.9005015075583,3.65568931650346,86.124632732868,138.14726880370287,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
479,Wooded Areas,1057.38373303358,58.7354183212846,5164.89182309616,6545.660591115385,subbasin,020401010502,12,020401010502,12,North Branch Callicoon Creek,NY,23160.41,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
480,Barren Areas,1.72159207721443,0.0554253147790251,1.23461321558092,2.7903783846217296,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
481,Cropland,100.043668958529,15.0954696919925,5874.25811058077,16.02217266008606,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
482,Farm Animals,692.054648311343,148.800238017733,0.0,1724.4538416962287,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
483,Hay/Pasture,2380.13972329954,833.404420100172,89007.3227459496,1708.4316690361427,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
484,High-Density Mixed,6.32455481443279,0.609180543926364,337.04714284311,2.520341766755111,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
485,Low-Density Mixed,41.4028570972958,4.25793465784947,1791.57942758893,84.79149801011836,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
486,Low-Density Open Space,216.55773654715,22.0040288667337,9317.32904387793,443.7601753608105,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
487,Medium-Density Mixed,62.2281735888983,5.98094207559948,3313.10965776342,24.573332225862327,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
488,Open Land,44.0809572799392,1.24657825538807,442.959617151706,35.10476032266047,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
489,Point Sources,0.0,0.0,0.0,8522.6,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
490,Septic Systems,86.7472589358135,0.0,0.0,84.79149801011836,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
491,Stream Bank Erosion,881.550782554644,265.212311700761,1079269.72513804,8522.6,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
492,Subsurface Flow,12495.1775211576,481.887596967854,0.0,8522.6,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
493,Wetlands,115.498676344347,5.68526255012839,143.247740968007,261.3954460948872,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
494,Wooded Areas,1370.82879017504,70.6479060840771,4152.30803140183,5943.235922626417,subbasin,020401010503,12,020401010503,12,Upper East Branch Callicoon Creek,NY,21171.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
495,Barren Areas,4.74210782278711,0.155292297901972,5.51113755737064,7.739343508906392,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
496,Cropland,177.833933647237,31.0414812382727,14179.4356237246,32.75722136327823,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
497,Farm Animals,509.918733543606,111.630535915895,0.0,1658.2893353327686,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
498,Hay/Pasture,2269.34911586907,832.652482022013,88129.985401394,1625.5321139694904,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
499,High-Density Mixed,19.0132469121598,1.84676611529174,926.764191531956,7.109396944227966,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
500,Low-Density Mixed,39.1747005595398,4.0468212492227,1688.1089251662,79.19328241671658,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
501,Low-Density Open Space,189.659577668591,19.3143603643964,8117.17540032943,383.72745025554485,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
502,Medium-Density Mixed,73.1064537914086,7.10068372947371,3563.21000377533,27.26768701393764,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
503,Open Land,45.4220100212483,1.23512480340931,386.655975627052,36.44690838496615,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
504,Point Sources,0.0,0.0,0.0,6219.2,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
505,Septic Systems,96.4029301500394,0.0,0.0,79.19328241671658,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
506,Stream Bank Erosion,697.14860565464,222.674150323652,869412.390049866,6219.2,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
507,Subsurface Flow,8762.06235562633,342.477410484492,0.0,6219.2,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
508,Wetlands,127.013326810925,6.23225739328681,152.912443209512,251.79864113860563,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
509,Wooded Areas,867.541524541227,44.6759168560325,2198.37567452038,3767.7104033416745,subbasin,020401010504,12,020401010504,12,Middle East Branch Callicoon Creek,NY,15615.02,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
510,Barren Areas,9.62648396107919,0.319668331017722,5.66854832772095,13.229516195297537,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
511,Cropland,92.3175510300218,16.3170940384171,6566.42242674444,13.769496448166821,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
512,Farm Animals,382.27316288411,87.9670645961336,0.0,1367.230000265035,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
513,Hay/Pasture,1907.47293268766,745.381519793816,73351.2529249717,1353.4605038168681,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
514,High-Density Mixed,19.5469728754584,1.97560637857363,1001.76041262799,7.649720248981567,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
515,Low-Density Mixed,48.0236632124762,5.11701256617947,2048.05127724285,92.24662653183654,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
516,Low-Density Open Space,175.103063214468,18.6318278297621,7462.6815398736,336.22770411994276,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
517,Medium-Density Mixed,96.6856531136069,9.72854283949746,4944.5525977152,37.618624283227,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
518,Open Land,34.1412723904609,2.11388927734867,1415.38102840961,28.258966566826025,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
519,Point Sources,1969.75860665487,168.533912595569,0.0,4753.900000000001,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
520,Septic Systems,133.644414129933,0.0,0.0,92.24662653183654,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
521,Stream Bank Erosion,517.9795546241,157.560320798205,583125.304082606,4753.900000000001,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
522,Subsurface Flow,6615.18863891487,275.282311788683,0.0,4753.900000000001,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
523,Wetlands,46.6954637746032,2.48089792106103,72.6728177082204,105.20615260069944,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
524,Wooded Areas,645.831609279649,36.7152462985152,3567.49893165487,2766.3188354493577,subbasin,020401010505,12,020401010505,12,Lower East Branch Callicoon Creek,NY,11785.38,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
525,Barren Areas,4.56954637076163,0.133831033179577,3.23449215012138,6.2985401227166475,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
526,Barren Areas,4.56954637076163,0.133831033179577,3.23449215012138,6.2985401227166475,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
527,Cropland,480.265795684492,71.1690551831094,13632.8287354683,109.23468155682872,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
528,Cropland,480.265795684492,71.1690551831094,13632.8287354683,109.23468155682872,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
529,Farm Animals,1315.04477148234,242.897607791925,0.0,858.5809978708893,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
530,Farm Animals,1315.04477148234,242.897607791925,0.0,858.5809978708893,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
531,Hay/Pasture,1156.07307008226,374.241639098991,67276.5051665927,749.3463163140606,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
532,Hay/Pasture,1156.07307008226,374.241639098991,67276.5051665927,749.3463163140606,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
533,High-Density Mixed,8.10023365326381,0.721864328343155,401.249216306601,3.1492700613583238,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
534,High-Density Mixed,8.10023365326381,0.721864328343155,401.249216306601,3.1492700613583238,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
535,Low-Density Mixed,40.2682593889933,3.79653912396045,1665.30996987699,81.88102159531643,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
536,Low-Density Mixed,40.2682593889933,3.79653912396045,1665.30996987699,81.88102159531643,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
537,Low-Density Open Space,198.0501953232,18.0409652983343,8064.3966240048,403.3765052876961,subbasin,020401010506,12,020401010506,12,Beaverdam Creek-Delaware River,"NY,PA",15640.3,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
538,Low-Density Open Space,198.0501953232,18.0409652983343,8064.3966240048,403.3765052876961,subbasin,020401010506,12,0204010105,10,Callicoon Creek-Delaware River,"NY,PA",114124.33,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
